DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:11.458,-00024.41,-00008.30, 00987.79,-00000.13,-00000.50, 00000.50,-00010.50, 00006.00, 00016.80, 00029.28
1970-1-1 0:0:11.976,-00031.25,-00024.90, 00998.54,-00002.15, 00000.78, 00000.44,-00010.65, 00007.80, 00017.70, 00029.08
1970-1-1 0:0:12.494,-00009.77,-00014.16, 01000.98,-00000.70, 00002.47,-00000.40,-00009.30, 00006.45, 00017.10, 00029.42
1970-1-1 0:0:13.012,-00027.34,-00030.76, 01000.49,-00000.76, 00000.46, 00000.64,-00010.20, 00005.70, 00017.25, 00029.13
1970-1-1 0:0:13.534,-00018.07,-00011.23, 01003.42,-00002.33,-00001.81,-00000.45,-00010.50, 00006.75, 00016.80, 00029.28
1970-1-1 0:0:14.063,-00029.30,-00021.00, 01003.42,-00000.55,-00001.53, 00000.30,-00011.25, 00006.45, 00015.90, 00029.66
1970-1-1 0:0:14.581,-00026.37,-00017.09, 00999.02, 00001.27,-00001.65, 00001.22,-00010.80, 00005.55, 00017.10, 00029.42
1970-1-1 0:0:15.099,-00011.72,-00022.95, 01014.16,-00001.29, 00002.45,-00000.05,-00009.30, 00006.75, 00017.85, 00029.47
1970-1-1 0:0:15.617,-00013.67,-00022.46, 01003.42,-00001.36, 00002.40,-00001.53,-00010.20, 00006.15, 00017.70, 00029.56
1970-1-1 0:0:16.135,-00028.81,-00014.65, 01000.98,-00000.98,-00000.82,-00001.34,-00010.65, 00005.70, 00017.25, 00029.75
1970-1-1 0:0:16.664,-00007.32,-00023.44, 01006.35,-00002.81,-00001.76,-00000.38,-00009.30, 00006.00, 00018.30, 00029.56
1970-1-1 0:0:17.182,-00019.04,-00023.93, 01008.79, 00000.98, 00000.33, 00002.80,-00009.90, 00006.60, 00017.25, 00029.66
1970-1-1 0:0:17.700,-00013.18,-00013.18, 01004.88,-00000.33,-00001.25, 00003.28,-00010.05, 00006.75, 00017.85, 00029.66
1970-1-1 0:0:18.218,-00026.37,-00022.46, 01010.74,-00002.15, 00000.49,-00001.63,-00009.30, 00006.75, 00016.35, 00029.80
1970-1-1 0:0:18.736, 00092.77, 00159.67, 00998.05, 00005.92, 00002.81, 00028.13,-00009.45, 00007.80, 00017.70, 00029.47
1970-1-1 0:0:19.265,-00048.34,-00208.50, 01269.04,-00002.09,-00004.12, 00005.93,-00004.20,-00005.55, 00012.15, 00029.61
1970-1-1 0:0:19.781, 00041.02,-00192.87, 00879.39,-00011.59, 00004.07,-00002.37,-00004.05,-00005.70, 00010.50, 00029.56
1970-1-1 0:0:20.299,-00016.11,-00007.81, 01042.48, 00002.91, 00000.25, 00000.47,-00012.00, 00005.10, 00016.80, 00029.75
1970-1-1 0:0:20.817,-00017.09,-00015.62, 01001.46,-00003.24, 00001.86,-00001.12,-00011.55, 00005.10, 00017.10, 00029.56
1970-1-1 0:0:21.335, 00112.79,-00376.95, 01172.36, 00031.13,-00060.76,-00000.97,-00014.10,-00004.95, 00010.50, 00029.47
1970-1-1 0:0:21.874, 00076.17,-00129.39, 00957.52, 00011.05, 00000.78, 00007.44,-00010.20,-00003.00, 00012.75, 00029.80
1970-1-1 0:0:22.403,-00062.99,-00161.13, 00902.83,-00003.98,-00002.47, 00001.09,-00004.05,-00007.05, 00011.25, 00029.56
1970-1-1 0:0:22.932,-00003.91,-00160.16, 01000.00,-00001.98,-00038.34,-00012.98,-00008.25,-00005.40, 00011.25, 00029.80
1970-1-1 0:0:23.450,-00024.90,-00019.04, 01041.50,-00000.75,-00000.74, 00002.05,-00009.30, 00003.60, 00015.15, 00029.90
1970-1-1 0:0:23.990, 00021.48,-00146.00, 00928.22, 00010.91,-00053.26, 00006.92,-00012.60, 00000.90, 00013.50, 00030.14
1970-1-1 0:0:24.506, 00329.10, 00041.99, 00980.47, 00001.65, 00014.00, 00006.04,-00022.50, 00005.55, 00010.65, 00029.66
1970-1-1 0:0:25.024, 00265.62,-00002.93, 00993.16,-00002.82, 00008.40,-00002.18,-00023.40, 00001.35, 00011.55, 00029.95
1970-1-1 0:0:25.542, 00284.18,-00001.95, 00945.80,-00003.16,-00002.61, 00002.42,-00021.45, 00000.90, 00010.05, 00029.99
1970-1-1 0:0:26.060, 00249.51,-00001.95, 00934.08,-00004.84, 00007.57, 00000.69,-00023.85, 00001.35, 00012.30, 00029.80
1970-1-1 0:0:26.600, 00027.34, 00134.28, 00991.21, 00053.26, 00006.97, 00011.76,-00008.25, 00008.55, 00018.90, 00029.90
1970-1-1 0:0:27.116,-00129.39, 00361.82, 00936.04, 00001.42,-00014.74,-00003.56,-00000.30, 00016.80, 00020.10, 00029.56
1970-1-1 0:0:27.634,-00062.01, 00329.10, 00920.90,-00000.61,-00003.55,-00000.60,-00001.80, 00018.90, 00021.30, 00029.80
1970-1-1 0:0:28.152,-00051.76, 00293.95, 00956.05, 00002.11,-00001.06,-00001.82,-00004.05, 00016.20, 00020.40, 00029.80
1970-1-1 0:0:28.670,-00013.67, 00270.02, 00954.59,-00001.32,-00004.82, 00001.33,-00004.80, 00017.40, 00021.15, 00029.66
1970-1-1 0:0:29.199,-00151.37,-00040.53, 01045.90,-00042.93, 00006.20, 00004.73, 00004.05,-00001.35, 00018.00, 00029.95
1970-1-1 0:0:29.717,-00353.03,-00162.60, 00976.07,-00015.39,-00008.91,-00015.92, 00010.95,-00007.80, 00012.30, 00030.14
1970-1-1 0:0:30.235,-00343.26,-00245.61, 00937.01, 00003.05,-00015.38,-00000.92, 00010.65,-00010.65, 00012.75, 00029.56
1970-1-1 0:0:30.753,-00256.84,-00242.68, 00960.94,-00001.35,-00003.73,-00001.05, 00007.50,-00009.00, 00011.25, 00029.90
1970-1-1 0:0:31.271,-00276.86,-00232.91, 00943.85, 00002.60,-00003.08, 00000.04, 00007.65,-00009.15, 00011.70, 00029.95
1970-1-1 0:0:32.316,-00007.32,-00479.49, 00867.19,-00039.04,-00016.62,-00003.52,-00004.65,-00018.90, 00003.75, 00029.95
1970-1-1 0:0:32.834, 00034.67,-00599.12, 00784.18, 00001.73,-00000.92, 00004.91,-00006.15,-00024.45,-00004.95, 00030.14
1970-1-1 0:0:33.352, 00015.62,-00618.16, 00813.96,-00001.82, 00001.59, 00002.66,-00005.70,-00025.35,-00004.20, 00029.90
1970-1-1 0:0:33.903,-00068.85,-00404.30, 00894.53, 00056.28,-00007.93,-00001.86,-00003.75,-00016.05, 00005.25, 00030.14
1970-1-1 0:0:34.430,-00018.55,-00009.77, 00993.16, 00000.42,-00003.30,-00000.61,-00005.25, 00001.35, 00018.00, 00030.14
1970-1-1 0:0:34.959,-00021.48,-00020.02, 01010.25,-00003.77,-00000.11,-00001.53,-00006.15, 00003.15, 00016.80, 00029.75
1970-1-1 0:0:35.477,-00018.55,-00011.23, 01006.35,-00002.51, 00000.16,-00001.26,-00006.15, 00000.75, 00017.10, 00030.19
1970-1-1 0:0:35.995,-00054.20,-00025.88, 00983.40,-00001.62,-00002.22,-00003.55,-00006.75, 00003.00, 00017.25, 00029.95
1970-1-1 0:0:36.524,-00118.65,-00224.12, 01074.71,-00037.28, 00041.83, 00020.40,-00001.35,-00004.20, 00013.05, 00029.90
1970-1-1 0:0:37.040,-00027.83,-00200.20, 00980.47,-00001.94,-00017.83,-00002.92,-00002.70,-00006.75, 00010.65, 00029.95
1970-1-1 0:0:37.558, 00003.91,-00248.54, 01014.16,-00004.79, 00002.38,-00000.78,-00004.80,-00007.35, 00009.60, 00030.14
1970-1-1 0:0:38.076, 00009.77,-00215.33, 00999.51, 00000.96, 00000.92,-00002.83,-00004.95,-00008.85, 00009.90, 00030.19
1970-1-1 0:0:38.594, 00051.76,-00240.23, 01028.32, 00000.16,-00003.16,-00001.03,-00006.30,-00009.45, 00009.30, 00029.99
1970-1-1 0:0:39.134,-00091.80,-00070.80, 01050.78, 00037.25, 00002.79,-00004.63,-00006.30, 00002.10, 00016.95, 00029.95
1970-1-1 0:0:39.652,-00021.48,-00007.81, 01009.28, 00001.08,-00003.15, 00002.70,-00006.15, 00001.20, 00017.55, 00029.99
1970-1-1 0:0:40.170,-00028.32, 00025.88, 00999.51, 00006.73,-00001.69,-00012.02,-00008.25, 00003.75, 00016.95, 00030.19
1970-1-1 0:0:40.688,-00097.66, 00186.52, 01161.13, 00013.99,-00000.68, 00023.92,-00007.35, 00001.95, 00017.10, 00029.99
1970-1-1 0:0:41.206,-00426.76, 00084.96, 01999.94,-00105.01,-00039.29,-00000.82,-00006.00, 00001.80, 00016.20, 00030.14
1970-1-1 0:0:41.722, 00031.74,-00219.73, 01041.50,-00039.09,-00008.46, 00004.98,-00007.50,-00010.95, 00010.05, 00030.14
1970-1-1 0:0:42.758,-00760.74, 00105.96, 00702.64, 00008.08, 00032.92, 00002.18, 00033.15, 00006.60, 00005.40, 00029.95
1970-1-1 0:0:43.276,-00861.33, 00187.01, 00484.86, 00003.67, 00016.66,-00003.17, 00041.55, 00011.25, 00001.05, 00029.95
1970-1-1 0:0:43.805,-00927.73, 00230.96, 00317.87,-00001.64, 00033.40, 00002.97, 00048.00, 00012.15,-00009.30, 00029.99
1970-1-1 0:0:44.323,-01036.13, 00200.20, 00108.89,-00004.23, 00047.11,-00004.73, 00052.05, 00007.65,-00023.55, 00030.19
1970-1-1 0:0:44.841,-00963.87, 00031.74,-00436.04, 00002.58, 00054.53,-00015.60, 00049.50, 00001.35,-00049.05, 00030.28
1970-1-1 0:0:45.359,-00599.61,-00048.83,-00869.14, 00022.84, 00060.95, 00003.51, 00029.55,-00009.15,-00069.45, 00030.43
1970-1-1 0:0:45.877,-00298.34,-00195.31,-01093.26, 00011.77, 00018.45,-00006.40, 00014.85,-00010.95,-00076.50, 00030.19
1970-1-1 0:0:46.416,-00166.99,-00182.62,-01000.98, 00010.88, 00009.69,-00007.92, 00008.70,-00011.85,-00077.25, 00030.14
1970-1-1 0:0:46.932,-00163.57,-00118.16,-01010.25,-00000.98,-00002.83,-00002.73, 00005.55,-00010.95,-00077.25, 00029.95
1970-1-1 0:0:47.450,-00366.21,-00125.00,-00866.21, 00031.22,-00103.47, 00016.17, 00018.60,-00011.25,-00072.90, 00029.99
1970-1-1 0:0:47.968,-01086.91, 00225.59,-00018.07,-00025.46,-00115.60, 00024.15, 00050.25, 00003.75,-00017.70, 00029.80
1970-1-1 0:0:48.485,-00444.82,-00146.97, 00815.43,-00035.12,-00088.80,-00007.79, 00025.95,-00000.30, 00009.45, 00029.99
1970-1-1 0:0:49.014, 00014.16,-00470.70, 01067.87,-00026.13,-00064.55,-00010.34,-00006.15,-00003.15, 00016.35, 00029.80
1970-1-1 0:0:49.531,-00104.00,-00071.78, 01253.91, 00090.49,-00080.79, 00019.70,-00006.75,-00007.35, 00014.25, 00030.14
1970-1-1 0:0:50.049, 00682.13, 00103.03, 00794.92,-00028.09,-00061.82,-00014.06,-00036.45, 00001.95, 00001.80, 00029.95
1970-1-1 0:0:50.566, 00977.05,-00032.23, 00145.02,-00012.05,-00056.21, 00005.05,-00048.60, 00001.95,-00027.00, 00030.19
1970-1-1 0:0:51.084, 01014.16,-00026.86,-00169.43,-00045.14,-00024.65, 00010.15,-00045.30, 00002.55,-00049.80, 00030.19
1970-1-1 0:0:51.613, 00878.91,-00125.98,-00439.45,-00061.92,-00029.56, 00041.91,-00033.45, 00001.20,-00065.70, 00030.14
1970-1-1 0:0:52.128, 00485.35,-00055.18,-00835.45,-00037.33,-00038.33, 00015.29,-00015.90, 00015.30,-00079.35, 00030.19
1970-1-1 0:0:53.163, 00890.62,-00523.93, 00024.90, 00087.08, 00076.57, 00006.64,-00040.80,-00009.15,-00048.00, 00030.19
1970-1-1 0:0:53.703, 00469.24,-00126.95, 01006.84, 00052.90, 00096.27, 00036.24,-00028.35,-00008.85, 00003.00, 00029.95
1970-1-1 0:0:54.229, 00019.53,-00085.94, 00925.29, 00009.43, 00002.12,-00004.63,-00010.65,-00005.70, 00011.55, 00030.19
1970-1-1 0:0:54.747,-00030.76,-00015.62, 01003.42,-00001.16, 00000.34,-00001.67,-00007.50, 00002.55, 00016.20, 00030.28
1970-1-1 0:0:55.265,-00024.90,-00018.55, 01003.91,-00003.59, 00002.03,-00000.76,-00008.85, 00001.20, 00015.60, 00030.33
1970-1-1 0:0:55.783,-00017.09,-00013.18, 01006.35,-00001.30, 00002.64,-00000.92,-00008.55, 00001.50, 00014.10, 00029.95
1970-1-1 0:0:56.323,-00013.67,-00018.07, 01003.91,-00002.83, 00001.15,-00000.93,-00007.50, 00001.80, 00016.95, 00030.19
1970-1-1 0:0:56.841,-00019.04,-00014.65, 01000.49,-00002.84, 00000.73, 00000.19,-00007.50, 00002.55, 00016.95, 00030.33
1970-1-1 0:0:57.359,-00018.55,-00007.81, 00993.65, 00001.53,-00000.62, 00002.20,-00008.85, 00001.95, 00016.80, 00029.99
1970-1-1 0:0:57.877,-00034.67,-00017.09, 01005.86, 00000.94,-00001.23, 00002.05,-00009.90, 00002.10, 00016.50, 00030.14
1970-1-1 0:0:58.405,-00021.97,-00013.67, 01015.62,-00001.13,-00004.97,-00001.11,-00008.55, 00000.30, 00016.80, 00030.28
1970-1-1 0:0:58.934,-00015.62,-00018.07, 01002.44,-00002.37,-00000.11,-00001.72,-00007.35, 00001.20, 00016.35, 00030.14
1970-1-1 0:0:59.450,-00028.32,-00024.41, 01012.70,-00001.85,-00000.09, 00000.34,-00008.25, 00001.35, 00016.50, 00030.19
1970-1-1 0:0:59.968,-00018.55, 00006.35, 01012.70,-00002.43,-00002.85,-00000.70,-00008.55, 00001.50, 00014.85, 00030.14
1970-1-1 0:1:0.485,-00021.00,-00006.35, 01008.30,-00000.99,-00002.34,-00003.51,-00008.70, 00000.60, 00015.00, 00030.28
1970-1-1 0:1:1.03,-00009.28,-00010.74, 01005.37,-00001.40,-00002.69,-00000.41,-00009.30, 00001.20, 00015.90, 00030.19
1970-1-1 0:1:1.532,-00014.65,-00006.35, 01016.60,-00001.54, 00003.38, 00000.15,-00008.55, 00002.40, 00015.60, 00030.28
1970-1-1 0:1:2.047,-00032.23,-00018.55, 01004.88, 00001.14,-00000.38, 00002.22,-00007.35, 00001.50, 00015.90, 00030.14
1970-1-1 0:1:2.564,-00028.81,-00016.11, 00997.56,-00004.11, 00002.48,-00001.11,-00009.30, 00003.15, 00015.15, 00030.14
1970-1-1 0:1:3.622,-00021.97,-00014.16, 00999.51,-00000.37, 00001.24, 00001.95,-00009.30, 00001.20, 00015.90, 00030.33
1970-1-1 0:1:4.138,-00024.41,-00013.67, 01008.30,-00002.92, 00003.13, 00000.63,-00008.10, 00001.50, 00016.35, 00030.19
1970-1-1 0:1:4.655,-00015.62,-00024.41, 01003.91,-00000.25,-00001.61, 00002.35,-00007.65, 00002.40, 00015.90, 00030.19
1970-1-1 0:1:5.173,-00015.14,-00047.36, 01007.32, 00000.25, 00000.84, 00005.11,-00007.95, 00001.35, 00015.00, 00030.33
1970-1-1 0:1:5.691,-00025.88,-00013.67, 01010.74,-00003.35,-00000.46,-00000.34,-00009.00, 00003.00, 00015.45, 00030.19
